[ 2025-11-29 21:48:03,129 ] 164 numexpr.utils - INFO - NumExpr defaulting to 10 threads.
[ 2025-11-29 21:48:05,363 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-11-29 21:48:05,366 ] 107 dagshub - INFO - Accessing as shagantikoushik
[ 2025-11-29 21:48:05,684 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/shagantikoushik/datascience-cybersecurity "HTTP/1.1 200 OK"
[ 2025-11-29 21:48:05,858 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-11-29 21:48:05,859 ] 107 dagshub - INFO - Initialized MLflow to track repo "shagantikoushik/datascience-cybersecurity"
[ 2025-11-29 21:48:05,859 ] 107 dagshub - INFO - Repository shagantikoushik/datascience-cybersecurity initialized!
[ 2025-11-29 21:48:18,927 ] 42 root - INFO - Start data Ingestion
[ 2025-11-29 21:48:20,775 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-11-29 21:48:20,775 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-29 21:48:20,775 ] 75 root - INFO - Exporting train and test file path.
[ 2025-11-29 21:48:20,808 ] 84 root - INFO - Exported train and test file path.
[ 2025-11-29 21:48:20,808 ] 45 root - INFO - Data Ingestion completed and artifact: DataIngestionArtifact(trained_file_path='Artifacts/11_29_2025_21_48_03/data_ingestion/ingested/train.csv', test_file_path='Artifacts/11_29_2025_21_48_03/data_ingestion/ingested/test.csv')
[ 2025-11-29 21:48:20,811 ] 55 root - INFO - Initiate the data Validation
[ 2025-11-29 21:48:20,821 ] 32 root - INFO - Required number of columns:2
[ 2025-11-29 21:48:20,821 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-29 21:48:20,821 ] 32 root - INFO - Required number of columns:2
[ 2025-11-29 21:48:20,821 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-29 21:48:20,912 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-29 21:48:20,912 ] 65 root - INFO - Starting data transformation
[ 2025-11-29 21:48:20,922 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-11-29 21:48:20,922 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-29 21:48:20,926 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-29 21:48:20,926 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-29 21:48:20,926 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-29 21:48:20,928 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-29 21:49:44,442 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-29 21:49:44,442 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-29 21:49:44,442 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-29 21:49:44,458 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-29 21:49:44,459 ] 168 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/11_29_2025_21_48_03/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9910001011224593, precision_score=0.9889001009081736, recall_score=0.993109039319011), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.976895014187272, precision_score=0.9686495176848875, recall_score=0.9852820932134096))
