[ 2025-11-29 22:01:31,110 ] 164 numexpr.utils - INFO - NumExpr defaulting to 10 threads.
[ 2025-11-29 22:01:33,380 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-11-29 22:01:33,383 ] 107 dagshub - INFO - Accessing as shagantikoushik
[ 2025-11-29 22:01:33,643 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/shagantikoushik/datascience-cybersecurity "HTTP/1.1 200 OK"
[ 2025-11-29 22:01:33,806 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-11-29 22:01:33,807 ] 107 dagshub - INFO - Initialized MLflow to track repo "shagantikoushik/datascience-cybersecurity"
[ 2025-11-29 22:01:33,807 ] 107 dagshub - INFO - Repository shagantikoushik/datascience-cybersecurity initialized!
[ 2025-11-29 22:01:44,134 ] 42 root - INFO - Start data Ingestion
[ 2025-11-29 22:01:45,922 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-11-29 22:01:45,922 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-29 22:01:45,922 ] 75 root - INFO - Exporting train and test file path.
[ 2025-11-29 22:01:45,961 ] 84 root - INFO - Exported train and test file path.
[ 2025-11-29 22:01:45,961 ] 45 root - INFO - Data Ingestion completed and artifact: DataIngestionArtifact(trained_file_path='Artifacts/11_29_2025_22_01_31/data_ingestion/ingested/train.csv', test_file_path='Artifacts/11_29_2025_22_01_31/data_ingestion/ingested/test.csv')
[ 2025-11-29 22:01:45,963 ] 55 root - INFO - Initiate the data Validation
[ 2025-11-29 22:01:45,974 ] 32 root - INFO - Required number of columns:2
[ 2025-11-29 22:01:45,974 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-29 22:01:45,974 ] 32 root - INFO - Required number of columns:2
[ 2025-11-29 22:01:45,974 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-29 22:01:46,073 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-29 22:01:46,074 ] 65 root - INFO - Starting data transformation
[ 2025-11-29 22:01:46,083 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-11-29 22:01:46,084 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-29 22:01:46,087 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-29 22:01:46,088 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-29 22:01:46,088 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-29 22:01:46,089 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-29 22:03:01,342 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-29 22:03:01,343 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-29 22:03:01,343 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-29 22:03:01,351 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-29 22:03:01,351 ] 168 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/11_29_2025_22_01_31/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9914426658612705, precision_score=0.9891522699879469, recall_score=0.9937436932391523), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9706732755059893, precision_score=0.9639048400328137, recall_score=0.9775374376039934))
