[ 2025-11-29 21:34:04,922 ] 164 numexpr.utils - INFO - NumExpr defaulting to 10 threads.
[ 2025-11-29 21:34:07,081 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-11-29 21:34:07,084 ] 107 dagshub - INFO - Accessing as shagantikoushik
[ 2025-11-29 21:34:07,338 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/shagantikoushik/datascience-cybersecurity "HTTP/1.1 200 OK"
[ 2025-11-29 21:34:07,483 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-11-29 21:34:07,484 ] 107 dagshub - INFO - Initialized MLflow to track repo "shagantikoushik/datascience-cybersecurity"
[ 2025-11-29 21:34:07,485 ] 107 dagshub - INFO - Repository shagantikoushik/datascience-cybersecurity initialized!
[ 2025-11-29 21:34:19,346 ] 42 root - INFO - Start data Ingestion
[ 2025-11-29 21:34:20,781 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-11-29 21:34:20,781 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-29 21:34:20,781 ] 75 root - INFO - Exporting train and test file path.
[ 2025-11-29 21:34:20,815 ] 84 root - INFO - Exported train and test file path.
[ 2025-11-29 21:34:20,815 ] 45 root - INFO - Data Ingestion completed and artifact: DataIngestionArtifact(trained_file_path='Artifacts/11_29_2025_21_34_05/data_ingestion/ingested/train.csv', test_file_path='Artifacts/11_29_2025_21_34_05/data_ingestion/ingested/test.csv')
[ 2025-11-29 21:34:20,817 ] 55 root - INFO - Initiate the data Validation
[ 2025-11-29 21:34:20,828 ] 32 root - INFO - Required number of columns:2
[ 2025-11-29 21:34:20,828 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-29 21:34:20,828 ] 32 root - INFO - Required number of columns:2
[ 2025-11-29 21:34:20,828 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-29 21:34:20,929 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-29 21:34:20,929 ] 65 root - INFO - Starting data transformation
[ 2025-11-29 21:34:20,940 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-11-29 21:34:20,940 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-29 21:34:20,944 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-29 21:34:20,945 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-29 21:34:20,945 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-29 21:34:20,945 ] 50 root - INFO - Exited the save_object method of MainUtils class
